,persona
715,"I am a girl.
I like to dance.
My favorite animal is a zebra.
I like to play outside.I have blonde hair that reaches my knees.
Country music makes me cringe.
I volunteer at animal shelters.
I am an amazing dancer.
I am a terrible speller."
716,"I am a girl.
I like to dance.
My favorite animal is a zebra.
I like to play outside.I have blonde hair that reaches my knees.
Country music makes me cringe.
I volunteer at animal shelters.
I am an amazing dancer.
I am a terrible speller."
717,"I am a girl.
I like to dance.
My favorite animal is a zebra.
I like to play outside.I have blonde hair that reaches my knees.
Country music makes me cringe.
I volunteer at animal shelters.
I am an amazing dancer.
I am a terrible speller."
718,"I am a girl.
I like to dance.
My favorite animal is a zebra.
I like to play outside.I have blonde hair that reaches my knees.
Country music makes me cringe.
I volunteer at animal shelters.
I am an amazing dancer.
I am a terrible speller."
719,"I am a girl.
I like to dance.
My favorite animal is a zebra.
I like to play outside.I have blonde hair that reaches my knees.
Country music makes me cringe.
I volunteer at animal shelters.
I am an amazing dancer.
I am a terrible speller."
720,"I am a girl.
My favorite animal is a zebra.
I like to play outside.
I am in preschool.I don t like beer.
My favorite animal is the koala.
I work part time.
I live with a roommate."
721,"I am a girl.
My favorite animal is a zebra.
I like to play outside.
I am in preschool.I don t like beer.
My favorite animal is the koala.
I work part time.
I live with a roommate."
722,"I am a girl.
My favorite animal is a zebra.
I like to play outside.
I am in preschool.I don t like beer.
My favorite animal is the koala.
I work part time.
I live with a roommate."
723,"I am a girl.
My favorite animal is a zebra.
I like to play outside.
I am in preschool.I don t like beer.
My favorite animal is the koala.
I work part time.
I live with a roommate."
724,"I am a girl.
My favorite animal is a zebra.
I like to play outside.
I am in preschool.I don t like beer.
My favorite animal is the koala.
I work part time.
I live with a roommate."
725,"I am a girl.
My favorite animal is a zebra.
I like to play outside.
I am in preschool.I don t like beer.
My favorite animal is the koala.
I work part time.
I live with a roommate."
726,"I am a girl.
My favorite animal is a zebra.
I like to play outside.
I am in preschool.I don t like beer.
My favorite animal is the koala.
I work part time.
I live with a roommate."
727,"I am a girl.
My favorite animal is a zebra.
I like to play outside.
I am in preschool.I don t like beer.
My favorite animal is the koala.
I work part time.
I live with a roommate."
728,"I am a girl.
My favorite song is barbie girl.
My name is nancy.
I am an only child.My brother lives in england.
I own my own business.
My favorite food is sushi.
I have a timeshare in mexico.
My favorite tv show is friends."
729,"I am a girl.
My favorite song is barbie girl.
My name is nancy.
I am an only child.My brother lives in england.
I own my own business.
My favorite food is sushi.
I have a timeshare in mexico.
My favorite tv show is friends."
730,"I am a girl.
My favorite song is barbie girl.
My name is nancy.
I am an only child.My brother lives in england.
I own my own business.
My favorite food is sushi.
I have a timeshare in mexico.
My favorite tv show is friends."
731,"I am a girl.
My favorite song is barbie girl.
My name is nancy.
I am an only child.My brother lives in england.
I own my own business.
My favorite food is sushi.
I have a timeshare in mexico.
My favorite tv show is friends."
732,"I am a girl.
My favorite song is barbie girl.
My name is nancy.
I am an only child.My brother lives in england.
I own my own business.
My favorite food is sushi.
I have a timeshare in mexico.
My favorite tv show is friends."
733,"I am a girl.
My favorite song is barbie girl.
My name is nancy.
I am an only child.My brother lives in england.
I own my own business.
My favorite food is sushi.
I have a timeshare in mexico.
My favorite tv show is friends."
734,"I am a girl.
My favorite song is barbie girl.
My name is nancy.
I am an only child.My brother lives in england.
I own my own business.
My favorite food is sushi.
I have a timeshare in mexico.
My favorite tv show is friends."
735,"I am a girl.
My favorite song is barbie girl.
My name is nancy.
I am an only child.My brother lives in england.
I own my own business.
My favorite food is sushi.
I have a timeshare in mexico.
My favorite tv show is friends."
736,"I am a girl.
My favorite song is barbie girl.
My name is nancy.
I am an only child.My brother lives in england.
I own my own business.
My favorite food is sushi.
I have a timeshare in mexico.
My favorite tv show is friends."
737,"I am a poet.
I am the head of the gun club.
My friends and i enjoy golfing on sunny days.
I donate old clothes to the homeless.
I have a beta fish.Before i die , i want to skydive.
I start an internship in engineering later this year.
I am a famous video game character online.
My dream is to move to the middle of the desert.
I have a pet snake."
738,"I am a poet.
I am the head of the gun club.
My friends and i enjoy golfing on sunny days.
I donate old clothes to the homeless.
I have a beta fish.Before i die , i want to skydive.
I start an internship in engineering later this year.
I am a famous video game character online.
My dream is to move to the middle of the desert.
I have a pet snake."
739,"I am a poet.
I am the head of the gun club.
My friends and i enjoy golfing on sunny days.
I donate old clothes to the homeless.
I have a beta fish.Before i die , i want to skydive.
I start an internship in engineering later this year.
I am a famous video game character online.
My dream is to move to the middle of the desert.
I have a pet snake."
740,"I am a poet.
I am the head of the gun club.
My friends and i enjoy golfing on sunny days.
I donate old clothes to the homeless.
I have a beta fish.Before i die , i want to skydive.
I start an internship in engineering later this year.
I am a famous video game character online.
My dream is to move to the middle of the desert.
I have a pet snake."
741,"I am a poet.
I am the head of the gun club.
My friends and i enjoy golfing on sunny days.
I donate old clothes to the homeless.
I have a beta fish.Before i die , i want to skydive.
I start an internship in engineering later this year.
I am a famous video game character online.
My dream is to move to the middle of the desert.
I have a pet snake."
742,"I am a poet.
I am the head of the gun club.
My friends and i enjoy golfing on sunny days.
I donate old clothes to the homeless.
I have a beta fish.Before i die , i want to skydive.
I start an internship in engineering later this year.
I am a famous video game character online.
My dream is to move to the middle of the desert.
I have a pet snake."
743,"I am a poet.
I am the head of the gun club.
My friends and i enjoy golfing on sunny days.
I donate old clothes to the homeless.
I have a beta fish.Before i die , i want to skydive.
I start an internship in engineering later this year.
I am a famous video game character online.
My dream is to move to the middle of the desert.
I have a pet snake."
744,"I am a poet.
I am the head of the gun club.
My friends and i enjoy golfing on sunny days.
I donate old clothes to the homeless.
I have a beta fish.Before i die , i want to skydive.
I start an internship in engineering later this year.
I am a famous video game character online.
My dream is to move to the middle of the desert.
I have a pet snake."
745,"I am a poet.
I am the head of the gun club.
My friends and i enjoy golfing on sunny days.
I donate old clothes to the homeless.
I have a beta fish.Before i die , i want to skydive.
I start an internship in engineering later this year.
I am a famous video game character online.
My dream is to move to the middle of the desert.
I have a pet snake."
746,"I am a poet.
I am the head of the gun club.
My friends and i enjoy golfing on sunny days.
I donate old clothes to the homeless.
I have a beta fish.Before i die , i want to skydive.
I start an internship in engineering later this year.
I am a famous video game character online.
My dream is to move to the middle of the desert.
I have a pet snake."
747,"I am a poet.
I donate old clothes to the homeless.
I am the head of the gun club.
My friends and i enjoy golfing on sunny days.I was born in france and moved to canada.
My husband is an author and we have twins together.
I am a digital artist.
My favorite author is stephen king."
748,"I am a poet.
I donate old clothes to the homeless.
I am the head of the gun club.
My friends and i enjoy golfing on sunny days.I was born in france and moved to canada.
My husband is an author and we have twins together.
I am a digital artist.
My favorite author is stephen king."
